clean_text,label,sentiment
congratul sirji m big fan bcz aap jaisa insaan bhaut kam hi milt hai hmre desh hma,2,neutral
compound intrest rs agarw part 1 ke video jaror dekh jo log koce ki pee nahi bhar sakti bo log parfit ac,1,positive
human inspir experi human amaz help better per,2,neutral
raajneeti se baaj aao desh ke ar bhaut sare mudd hain uspar baat karo import primari educ sudhar jao,0,negative
god bless presid trump thank sir secur america amen,2,neutral
biggest voic bts show show btsatwembley twt,1,positive
episod good sach mein yeh mumbai shaher aur yeh societi samaina ki zindagi mein khatti meethi yaadein ban ka,2,neutral
blockbust like zero race thug etccc etcccc chutiy kabhi dalali chod,0,negative
wow man rli cool,1,positive
friend realli look forward movi,1,positive
realli hope ab fark aay,1,positive
864 imf aur china ke ghulaam kaho bhaijaan indian look,1,positive
kadri2 mauka mauka mauka indvpak pakvind cwc19,1,positive
dilawar khan mumbai auto rickshaw driver hail azamgarh uttar pradesh give free ride peopl head work,1,positive
oh see new kid block tour coast weekend haa,1,positive
5 ha usk liy theek h,1,positive
kyu pappu ki sarkar iss bhi jyda huml huy par unka kuch nahi hua ye kyu,1,positive
inc 23 ka result sunk dimag kharab ho gya kya,1,positive
news hindi burger bahut khub modiji,2,neutral
pure desh mai jo bhi vote hui hai sirf modi ji k name se hme garv hai ki modi ji hamar desh k pm ha,2,neutral
abi bjp ka paap ka ghada bhara nahi hai isliy bhagwan ram ne inn 5 saal aur dediy hai jais bhagwan krishan ne,0,negative
leader hokar ke kehn par chalta hai aur ek taraf safdar hai,1,positive
mahatir moham need protocol topi drama hous allah doe need take famili extend famili bil,1,positive
yaaar mujhey koi bollywood ka actor ya actress nahi pasand dude akshayyy damn kya act hai bh,2,neutral
happppppi belat birthday mahnoor khush rahain sadaa,2,neutral
matlab berojgaro neanpadho ne kisano nemahilao ne hindustan ki janta ne baar vote hi ni,1,positive
god whi stumbl handl oh god steveolosho unku god bless,1,positive
prime minist modi ji aur cabinet ki sabhi mantrio ko mera hardik subh kamnay pray success namaskar,2,neutral
nilesh56 modi ka pilla modi ka kutta,0,negative
yei bra hok doctor bani ya na bani lekin tharki zrur bani gaa,0,negative
sir road pe aaiy pehl ye twitter kheln se kuch nahi hoga pehl street fir social media main stream media,1,positive
sab aao spread word nishit taaza maal leke aaya hai bluru se like good karma,1,positive
pat ji bilkul kuki es elction ko cover karn valo ka bhi kahna tha ki even nalanda bhi jdu ko modi ke n,1,positive
one bhakt live london heart india alway remain,1,positive
supers upper good apt choic succeed irani ek se badkar ek kahans aathehain bhai ee log,2,neutral
kahdo dushmno se ki jra smbhl jay mere watan ki serhad pe dehshat na felay kyonki modi ji ka tufan fir se uthega,1,positive
na kro 1 cute 2 beat debat 3 great natur 4,2,neutral
proud mother priceless moment pic thank heera baa give coun,2,neutral
abe chutiy bangaladesh aazad ho gaya phir bhi akal nahi aai tumh,0,negative
surya well leader got bless approx 7 31 cr peopl,2,neutral
khuni sale bjp wale ab maal share carnem corrupt share na milnes khun kiya hoga,0,negative
birthday come hahahahahhaha jk basta uy enjoy day beszu love alwaaayi stay strong,2,neutral
tujm kutt ki dum koi frak nhi h,0,negative
fuck fuck penalti sala momentum nai bigardyo,0,negative
af teri maa chod r,0,negative
nabiazad,1,positive
gandu islamabad k burger khanay se agay bhi koi sahafat ki hoti tou aj ye beizzati na karwata awam ka qasoor na,0,negative
ilu masha allah ur ar natur beauti dear sister,2,neutral
shame plagiar kartay pakri gai ho aur chali ho phd karnay nikkamay aur naalaik log,0,negative
aam ke aam guthliyo ke dam,1,positive
bete teri gnd jarur de dunga bhenchod osama ki aulad teri maa ki gnd roz hafeez azhar dn,0,negative
tum hume yun bhula na paog,1,positive
apii stay bless shoo sweet dil khush kr deya apnay apii,2,neutral
bus jee apka husn e nazar hai jo lhud piyara hota use sab piyar lagt obv best da,2,neutral
aur taali thukwaega chakk pappu harwa diya jahan jahan gaya state saaf kara diya tum jais saar,0,negative
sir jaipur bayaj ka kaam itna gandha ho gaya ki log 20 bayaj le rahe bayaj nahi dene par bahut gandi,1,positive
kyo aapk pardada nehru aur wo gunda gandhi ne nhi ki thi tabhi angrejo ki madad se wo hijra desh ka 1st pm bana,0,negative
right taco bell indian food indian probabl like eat masala right,1,positive
techno ruhez bhaiya jab main soc855 ka phone liya kaisa black shark2 uss main 5g support kaisa karga,1,positive
humor jaan se pehl congress presid ko gaali dena mat bhulna kya pata kal woh presid ho na ho,0,negative
ya allah mere un gunaho ko baksh de jo meri duaon ko quabool honay nahi detay ameen,2,neutral
dhol also nt want marri famili aur inshaallah ni kruon ga,2,neutral
stuff salman continu fuck chindiwaali filmfar best luck mote bhain,0,negative
moulvi ba wuzu sona ibadat hay turn ac sleep day life hack,1,positive
wo khush naseeb ye zakhm jis ko ras aagya ye aansuon ke haar khun baha nahin hen dosto ke wo jaan de ke qar,1,positive
sorri bjp joot aur goondagardis elect meet la aadath hey bjp ko charact badalna aasaan nahi hey,0,negative
good even sir p narendra modi ji know person red ration card take profit thi,1,positive
someth wrong dont worri kite jump nnti k insyallah jage diri nk raya ni,2,neutral
two wasooli waal dhundt hain isko ghanta fan,0,negative
k n shah municip mulazmeen ki tankhuwaen na hone se wo eid kareedari nahi kr sakeng rpt masroor asghar shah,1,positive
kuchh kahan ko bachha hi nahi hai ab kis bat ko lekar modi sarkar ko ghere ge isliy spokesperson ko,1,positive
life pine got floati nationalpineappleday,1,positive
kuch molana ji bhi jo apni izzat ko taak pe rakh kr muslmano ka pk,1,positive
true skardu hai jannat khubsurt logo ki khubsurt sarzameen hamari proud gbian,2,neutral
us match pe live bhonkni k liy ko kutta rakha jae sorri mean comment,0,negative
utrakhand mae har post pae stay order kyu lagta hai sir utrahand ka youth barbadi ki kaaga,1,positive
bjp ko wahi bura kahta hai jo bura hota hai main aapko bata doon ki bjp ne paanch saalon mein j,1,positive
saheb aziz abe oye chutiy madarsa mat ja quran ko bahar gatar feek jake thik se,0,negative
congratul sir great achiev sir apki twaja aik ahm masli ki trf dlana chahta hun k,2,neutral
wan one litterali one facebooki comment men congrat type kren agar uska color red na hua mtlb aap ka acc hack hog,1,positive
rinki mai ne b unfollow kar diya return jiska shoutout yeh thread mai kiya tumn,2,neutral
nt know mumbai part bengal rain atleast novemb even de,1,positive
hellosir congratul win india apka sath bhi 5sal jay shree ram,2,neutral
poltician bhi wahi krtr h lime light aan ke liy,1,positive
hme proud h narendra modi g humar prime minist h jai bharat har har mahadev modi g aarkshan aa,2,neutral
top secur pvt ltd canpani epfo ka paisa bhara nahi hai 5sal ka ham ko kam chodakar 1sal hogay hai ep,1,positive
belat may u live long sir bharat need u salut ur braveri desh seva happi birthday gd sahab,2,neutral
wow love ador realli maa ke ashirbad bada duniya kuch nhi hai maa ka ashirbad ji,2,neutral
lol much maar dhaad less dialogu best ye toh,1,positive
myric miss great teacher g sponsor,2,neutral
ur true inspir generat ur true leader nd great leader salut u sirje jai mata di,2,neutral
happi birthday sweet sister cute friend wish aa happi return th,2,neutral
anshul vaiya ek educ problem hai pehl main khud tri karta ho solv karn k liy agar nahi hua,1,positive
tum jesay pti k jhoot ko aj bhee defend kerein gey aur mulk mein wakeel hein jo ume ke kiren,1,positive
aik chor dusri ko chor bol rahi hai baba undar kiun aur kis jorum mein band hai kon chor,0,negative
film never age chupk chupk hrishikesh mukherje one movi watch,2,neutral
outsid matlab kya bengal still india indian resid anywher india jay shri ram,1,positive
wais swaraji kanhaiya kumarji ko bhi kuchh milna chahiy paritoshit karna chahiy kya hua agar kanhaiyaji jeet,1,positive
fatymah nahi ye jyada achha lagega koi nazar bhi nahi lagayega,2,neutral
kuttey wicket de rahe hain shot dekh baber ka,1,positive
everyon know ad bodi doubl use nahi krta ye tera baap ka video teri tarah gawar hai akki sir ka cho,0,negative
panditji lost custom ab tump jabtak isp fir nahi kroge main nahi khane wala,1,positive
hi thank get back rakesh let quick look respond back soon mo,2,neutral
numaira bilkul sahi farmaya aap ne k ye karachi ko sindh ka hissa nahi samajht iss lye,1,positive
style aditya ye saal chutiy hn 8,0,negative
ca nt even type kiss proper ghanta kch mileyga eid pe abb,2,neutral
bhai phir ap world cup experi lena ka lia khel rahay ho jeetna ka lia nii,1,positive
best sushma ji aapn videsh mai bharat ka man badhya like everi daughter wish,2,neutral
sharma sharma ji mai aap ko ek im,1,positive
humor kahi nahi hote eye ko dekho isk follow badht nahi,1,positive
bharw zimbabw wale teri beti ka rishta lene ayen hain yahan pe bsdke pata hota nhi hai bc bs scri,0,negative
28may salwarbuzdil diva hai modi govt ko chhutti krni chahiy,0,negative
self defenc diy ye hathiyar aajkal ladkiyain safe nahi congreess ki tarah nahi,1,positive
surjewala aur manniya rahul ji ke athak praya ke karan hi centr bjp ki purna bahumat ki sarkar b,1,positive
patrag tum sale na chunav jeetay log tumko bhen k lodo bata rahe hai tum tat,0,negative
shukl chor harami bhardwaj civil war karayega neech,0,negative
gel haha hye bachi smjhdar ho toh relat mazbott hota bhai k sth narmi,1,positive
nagraj jo news share karta hai wo pad liya kar,1,positive
bahi l pakistan love channel tell help,2,neutral
hello twitter friend mai priti prasad twitter kuch dino chor ke jarahi hu ek project pura karna h jo bahut jaruri h j,1,positive
12 year old declar record watch badshah tv50 time claim biggest fan,1,positive
bjp ki jeet des ki janta ki jeet hai modi ji bhavisya bharat ki janta ki bhagwan ki tarah jane mane jayeg modi,2,neutral
jaan chor dey tv waley bachey kee believ guy use child rate shame u,0,negative
ye fajeeyat karwaay bagair nahi maanegi ident crisi ke chalt ye baukhla gayi hai,0,negative
astaghfar karein madam zab statesman even politician,1,positive
chi agla insan kesa bhi q na ho aysi pak jgha py ja ka galiyn nahi deti khuda ki abad,1,positive
khel set bring biggest super exclus indianfootbal keep watch space,1,positive
410 bhai unk bat problem bowl toh unki without steyn bhi utni hi danger hai,0,negative
hahahahah see super wolf savag hell alway true sever game,2,neutral
iss desh ke lok tantra ka jo parv abhi nikla hai jiski khushi main sara desh jhoom rha h wo sirf aur sirf parami,1,positive
rahul ji ki chhavi khrab karn bjp ke sath sath media ne bhi sari simay langh diya aapn apn aap ko diffen nahi,1,positive
asf beauti lo,2,neutral
walaikum assalam subha b khair zindagi khush khurram rahain zindagi bhar dear sweet sister good luck god bless,2,neutral
rathe gandu bhai ki jai ho angrejo bharat choddo desn tumko pehchanliya dhruv rathi,0,negative
namaskar modi ji pm sir mera naam sukumar hyderabad ek chota compani kaam karthahoon sir,1,positive
agar logo ke perspect se soch toh yeh vi sahi h world cup hamesa india se maar,1,positive
apki chor london bhaag gye jo bcha wo ander hay,1,positive
today special day congratul pm ji dedic worker,2,neutral
krishna piti worst thing condom bhi nai lagaya wi ne,0,negative
well s new best friend jay met bar last night,1,positive
nafeesahmad dustbin anupam chor bada khush hai kanhi koi nahi,1,positive
bunni leagu kish ke shat ho gaya,2,neutral
tm jeeto ya haro suno hame tm payr h love u im ur huge fan love u pakistan zindabad,2,neutral
logon ki kismat mein toh lutna hi likha hai ameer gareebon ko loott hai vyapari grahakon ko loott hai aur neta,1,positive
na pine ko pani h na khane ko khana bs modi jab kr ke khud ko h bachana vote diya hmne jitaya hmn,0,negative
chutiy nxt 5 year ki baat matt kar nxt movi ki baat kar sale khan superstar hi rhege jab tu mar,0,negative
aapko jo karna hai woh kariyo famili ki baatein kabhi nahi sunna ham kuch bhi kare unh har ch,0,negative
miss bahi mulvi subhan son afzal hit six challeng,2,neutral
cours lie even wrong translat ik open said point,1,positive
shameless idiot tumahar pakistan gaand dhone ka paani nahi indiaka naam leke famous hona chahta,0,negative
sabs pehl toh sare buddon ko nikal kar yuvaon ko lana padega sirf bait kar malai kh,1,positive
today jeetu aka set chalchitra talk recommend great film episod tomorrow,1,positive
pleas watch true face journal india shekhar gupta confess,1,positive
saal bhag yhan se dilig work saal 12th fail behen ke laud,0,negative
phir suchai jaanna jaruri ho gaya ab kya gods deshbhakt hi baat ko congreess ne daba di,1,positive
hell old hag kodi ki aukat nahi hai tera baap katwa tha kya,0,negative
ghar walo ki galti ka nateeja hai yeh sab bachpan kaan ke neech lagay hote aaj yeh bevkoofi nahi dekhn,0,negative
kaha pahuch sanaki ke pass use dekh ke lagta hai kahi heartattack se na mar jaay set pe hi kahi bjp chun,1,positive
like bde better bless,2,neutral
oh m sorri hear reader super nice s hard grow audienc updat rate sighhh,1,positive
ye log 10th standard tak tamil compulsori kar diy wo nhi dikhta unhein aur exam chal rahe ab,1,positive
tu manega nahi ye sayari band apni commit puri kar tabhi paata chalega ki tu wado ka kitna,1,positive
p see new drama cook khujliw s devious mind idl mind,1,positive
tum daikhna ye waqt zaror badley ga wo kese yaqeen nhi thori der bad clock daikna,1,positive
usk bap jo mp hai uski hava nikal gay ye tho bc ched doodn,0,negative
oh realli scarciti talent pakistan relev sector e fia ib polic,1,positive
swear done got tough ion care nobodi say hurt feel ahaa,1,positive
sir congratul new ministri offload frm 2 pm air india flight airpo,2,neutral
modi ji kah rahe nai ki minor ko ab tak dhga gaya minor kabhi bhi bjp ko vote nahi deti jinho,1,positive
schowdhuri tonight might laylathul kadr way could give sadaqah jariyah tysm may allah reward,2,neutral
bt woh one pe aayega nahi india k p1 k baad aayega,1,positive
gujjar1 maa sha allah bohat khoob wish shehri also follow paindus,2,neutral
lambaalka madam bais delhi ko kon sa tum logo ne pari bana diya tarf gandgi kudda hai tum jais ghatiya po,0,negative
spread joy give friend shot win amaz pc,2,neutral
aaj tak adi ne zain ki pic use nahi ki famous hone ke liy kyun kyunki vo jo bhi hain apn dum pe hain,2,neutral
ji nahi satru ji siddu ji ko bjp kabhi bhi nahi lenaa cahiy ye dono jish parti ko join kren,1,positive
gadkari jeet ki hardik badhai avm subhkamnay,1,positive
frenzi suwar k bachi harami kuttay apne randi marium ko bool general bhee kabhe aam sipahe,0,negative
depend peopl much tire disappoint,1,positive
saal raandi ki olaad namak haram post krne sae phle research kia kr apni suvar jaesi ankoun ka il,0,negative
ne aat hi half centuri kr di thnku bhai itn like ke liy,2,neutral
cheer hehe labyu,2,neutral
chahal arrrr bhaiyo practic kro bad koi accus nhi hoga,1,positive
kosi karn walon ki kabhi haar nahi hoti,2,neutral
namaskar shri maan amit shah ji aaps ek nivedan h jara goor lre haryana vidhan sabha jal,1,positive
arey mai iss time ke u turn pe bol raha hu saala modi bhakt channel,0,negative
agg s jhadu ki jappi hope make feel better,2,neutral
santrampalji guru greater god guru govind dono khade kaak laagu paay balihari guru aapn govind diyo milaay,2,neutral
news anchor kutt tho nahi hai lekin ha tu jarur kutta hai aur harami kutta jho sirf pappu mutra p,0,negative
librandu sirf hindu dharm ke baar mai hi kutt ki tarah bhoukkar sakt hai kyoki inko pata hai ki isl,0,negative
2nd semest ka result 3rd ka ab ye 4th ka test ki duaa karwai wo eidi,1,positive
patrag abe chutiy modiji ne ek moka diya tha jab woh kamina nahi sudhra,0,negative
oye ghadoo pakistan ke ghulam media ptm ka maqsad yahe ha ke insan jane awr zaya na hoo chahe,1,positive
matalb bhakto ne block kar diya aajtak abp aaur bhi bahut saar,1,positive
nashedi ke fan iss motey ki aukaat nhi cheez salman koh puchn ki salman iski gaand da,0,negative
khub dalali krti ho aunti laknow burk ki wajah se safer nhi krne,1,positive
happi marriag anniversari aap dono ki jodi hamesha lambi bani rahe khushaal rahe god bless yo,2,neutral
dvn varun pleas ek repli dedo l love vd,2,neutral
bahut bdhiya thoka sir yes,2,neutral
om pahl dam bhar kooto sale ko,0,negative
total agre youuu nt understand s wrong societi kisi ko khush dekh hy nhi saktey,1,positive
saya pesan untuk semua yg bergelar wanita bukan wanita berloceng ye dan jugak diri saya,1,positive
506 omg swear rlli love like talk abt kboo ur orient experi ahhaha super fun talki,1,positive
main delhi rehta hu lekin darbhanga pani ke liy hahakar macha hua hai main p,1,positive
mr pm modi ji aur bjp adyaksh amit shah ji ko loktant ke es sabs bade parv ki jeet ki bahut bahut,2,neutral
countri bjp miss valuabl servic great leader hon ble shri know r,2,neutral
fuck team manag bc bezt krwate rehti hen hamesha kheln ni hota mujra krne ku chale jate ho udr pakvwi,0,negative
yaar congress hi q apni khud hi parti ho tu rss aur bjp ki lag jaig,1,positive
bataiy raahat saab ko hi raahat nahi hai kuchh di,1,positive
masti sabh mast ba,2,neutral
unus evm machin hain uncl ab inm chah ke bhi vote nahi dal sakt 5 saal pehl hall,1,positive
would want beauti kitti,2,neutral
tujh kitna chahn lage kabirsingh sound realli good first listen arijitsingh,2,neutral
ghayal saanp jyada khatarnaak hota hai bjp ko serious ink network jism kuchh media bhi hain ko pah,1,positive
modiji hum sab bhartiyon ko aap se bahut ummid h congratul get chanc,2,neutral
debat aaker bhi kya kreng parti k log dalaal media hindu muslim ka topic chalu kr,1,positive
dear sir bjp parti main monirul islam tmc neta join karn ke bajes hazaro bjp kariy karta bjp chor,0,negative
peh nazar mein kaisa jaadu kr diya tera ban baitha h mera jiya pleas bring back toget,2,neutral
chunki mujhm paida nahi ho sakti hai jais mata aur pita aur pitar mere garbh se nahi paida ho sakt hain,1,positive
aapko bahut bahut badhaiyan sir previous ministri splendid time pleas make,2,neutral
opindia great work,1,positive
destini loser varna jisn soch liya ki use ye kam karna hi hai toh wo us kam ko kar k hi rehta hai fr kismat ko dosh nhi deta,1,positive
mileya mileya jigar sariya priya andrew rekha bharadwaj god tier song m love,2,neutral
sk chetan eid festiv bharat 3daystobharat,1,positive
54 ohhh bhai ye pakistan team aap k baap ke malqeyaat nehi hai jesi dil karya khalo ha,0,negative
share snippet nayajahaan tomorrow guy hear,1,positive
ye bengal bheji hai momta bano ka pagalpan ka ilaj karn bahut pahunchi hui peer hai,0,negative
madhya pradesh jab se congress ki sarkar aayi hai ye sab shuru ho gaya hai sh,1,positive
sahi kaha loag akel sktey social media p kyu atey eventhough think alon realiti,1,positive
get cute,1,positive
2019 wine cup virat kholi jai hindha,2,neutral
4 pm starr s vote rahul gandhi ab seedha gelf nikal le chutiy wahan jhaadu pocha le,0,negative
teri ka bhosda madarchod randi ke beej lagta hai teri ko bhi mullo ne choda hai tabhi tere jai,0,negative
thank show miss naa tv chanc interact everi weekend,2,neutral
ignor peopl like everi 1 admi k kehni se ap gaddar nahi ho jaogi na apki,1,positive
abey ooo chootiay ki aulaad bakwa nhi kar dafaaa hojaaa mulk sey mulk mejn rehni k laiq nhi,0,negative
commend women get cute everyday caus sis basic hell idc lol,2,neutral
mtlb koi bat hi nahi shraddha kapoor smjh bethi khud ko,1,positive
firstpost ka copyeditor result ke baad se chhutti par hai,1,positive
ki sarkar uppsc ne record bana diya khule aam exam ke parch bazaar bik rahe hai lekin ka,1,positive
tum jais bike hue prestitut ke sath apna time barbad na karn ka decis lena hi sabs badi sm,1,positive
hindu ne vote de diya ab musalmano ko patan ki taiyari hai,1,positive
achha tumko bahut dikat ho rahi hai hogi bhi kyu nhi ab kisko desh drohi btaog apni debet tu dal,0,negative
gazi aur aap inh kya bata rahe hai ye apk yahan ki tarah ki suppress nahi hai jo hijab pehnengi s strong smart,2,neutral
troll bahut kam ho gaye hai good sake person develop,1,positive
pm sir ki sanskarshala deshvidesh bharat aur bhartiyon ka parcham fahranewal pm sir ka abhutpurva sandesh,1,positive
sir ji kyu public ko bewkuf banat ho aaplog sara loan diya aaplogo ne agar bhaga,0,negative
hamar manniy pradhan mantri shree narendra modi ji ko bhavya jeet ki hardik subhkamnay jai shree ram,2,neutral
haari hui baazi kheln ka maja kuch aur hota hai kismat se zyada khudp yakin hota hai good morn eve,2,neutral
dil garden garden ho reiya ha bhtt maja reiya ha,2,neutral
style warrior tu rehn de chaman tujhs na ho payega tu jaak vima,0,negative
wais bjp ko bolna chaiy tha se 10 k jivit kara diya babua ne chalo acaha hi,1,positive
lonewolf hum apki kami bahot khalegi sushma ji apn jis garima aur sahanubhuti ke sath pichl panch saal bharat ke videsh mantri,2,neutral
aapki languag se toh lag rha ki aap sorri complet sent,1,positive
hooh kita sllu nunggu rest well author love,2,neutral
mat rona tum kisi ke liy jo chod gaya tumey ab bas bahut hua tu aag,1,positive
hmara b sialkot hi jo ajkal soraj zamin k center arha,1,positive
shah12 yes true mola phir se deedar karwayeein,1,positive
show us vote,1,positive
angrejo ki gulami hum kyu dho rahe hain humar samaj ko samvidhan jaatiyo ki suchi hatwani chahiy govt ke ki,1,positive
nation look talk convert ho jaan pe dimag kharab ho jaata hai,0,negative
tabuu mai ne pocha kya,1,positive
yahan logon ke paa naukriyaan nahin hain aur tumhein award ki padi hai,1,positive
new zealand world cup jeet jay almost utni hee khushi hogi jitni pakistan k jeetn ki hogi alway hi,2,neutral
rahul gandhi pe puch gae sawalo ka jawab dene ki himmat nahi bachi aur ye desh chalaeng,0,negative
keep close watch congress said debat nahi aayeng also warn media debat bulana bhi nahi 1 month aisa,1,positive
naveen patnaik jindabaad bjd jindabaad odisha odisha,2,neutral
bhduve nach nahi ata angan teda yeah tera galati nahi6 pure tera khandan ka galati hai jo tuj,0,negative
quraishi mohallay walo ko connect baantna band karo speed 30 mbps milegi,1,positive
chup randi famili ke paltu kutt dusro pr comm,0,negative
likeapp shampa sarkar broadcast magic live come join,2,neutral
anal bechari ko b chufway gi ab,0,negative
ye apn wallet ko leke itna possess insecur kyu ho apn kisi frnd ko b ni hath lagan dete usm jyada pais rakht,1,positive
mod ji ke saath 2 aapn bhi desh ke liy bahut badiya patrkarita ki hai sir aapko ni,2,neutral
u ya allah accept ibadat ya allah merci us entir muslim ummaameen love much futur husband may al,2,neutral
yeah look like work kitchen diner hotel someth cute,2,neutral
irani veenad jab tak ballot paper nahi aaega tab tak bjp hi govt banaegi,1,positive
kunal tum ik number ka kamina ho makkar tari kah ke len thapadd ki gunj suni tumn,0,negative
badal se plane dhakn increas unemploy increas price f,1,positive
ye ye kutta hai kutt hai,0,negative
aap log western media bbc pe bharosa kart ho lekin apn desh ki media pe bharosa nahi desh chho,1,positive
react kaha ta mni simpl apki bt ko neglect kia k r btaya k copi past ni krti r kru b bta dti hu simpl,1,positive
kyu bai anti modi josh itni jaldi chalaa gayaa sad give illog chidish statement suit,0,negative
chup kar warna aankhon ki laser se teko jala dunga sala sacredgam ki date nai bata raha hai,2,neutral
good morn sanam pula good morn kuuk myamatay na good morn cellphon hi inah way na baterya good morn,2,neutral
happi belat birthday ya shaa allah lil sana al jaya arsenal ytsl7,2,neutral
great warrior india veri good desicion hai aapka dusro ko sikhna chhiy aaps thank,2,neutral
love much also shine promot cloth adab lyric know accept,2,neutral
102 best would rather question kid,1,positive
happi birthday enjoy ur day bitch cheer laag libr u pakain ka naman dyan sa first,2,neutral
aat jaat jo milta haihar dil jo pyar karega salman khan,1,positive
great time today hailey jubera grad parti thank wonder parti sheila holey jubera ole,2,neutral
jai shri ram good decis app aye ya na aye koi farq nahi padhta hai kyuin ki alreadi modi jee,1,positive
digit wese ab pakka confirm ho gya ki tu pakka chutiya h chal ja ab alvida ka na,0,negative
chutiya insaan yea manika nahi hea lanat teri shakeel per number insaan,0,negative
powerhous k log durg se train pakad skte h,1,positive
hoooo broad pan loop tri shame judgment racist hero romanc without eve,1,positive
odisha congratul shree narendra modi ji great man aap jio hajaro sal,2,neutral
thank see novemb braam luv bhut m show respons grandma sy,2,neutral
think best featur free servic need m happi long system adequa,2,neutral
ye khangressi apn pair pe hi kulhadi maar rahe hain ye soncht hain ink bina tv debat nhi cha,2,neutral
ghanta khaan ko roti nahi aawam pareshaan hai mehangayi se aur imran aur fauz ke general ne,0,negative
offl twtiz rohit good morn pakki,1,positive
happi 35th birthday love life garam greatest husband wish best,2,neutral
hahaha mila mila two huge 12 inch pizza betw,1,positive
wtf u didnt like raagi mudd u reallli cant get anyth better ami part world,0,negative
dinner kr lijiy gaa good night sweet dream take care barun,2,neutral
behan ke lodey dekh tere chaht pakistan mein hinduo ka bina mushkil ho gaya ram kal ki 2 betiyon ka,0,negative
namma bengaluru thankyou great edit wait see tonight show,2,neutral
jai shree ram har ghar bhagwa chaega ram rajya phir aaega ek hee naara ek hee naam,2,neutral
yeeeeee love keon work,2,neutral
pandit kya hindu muslim isk elaawa aur koi baat nahi hoti yahan ye socho hindu ho ya muslim hay,1,positive
rahul gandhi jesa saccha neta kahi nahi milega jo kaha wo kiya juml nahi fenk usn jhuth bada ho gay,2,neutral
tumhari zardari saab ne half dubai kharida hai hmari paison se,1,positive
sir aaj subah sehri se light ka schedul ziada kharaab hai har ghanti baad aik ghanti tak power suppl,1,positive
congratul twt allah buri nazar se bachay,2,neutral
mamta didi aap nahi aog ye sab ko malum tha par aap apna twitter ek bar dekhiy koi v aap ko sup,1,positive
kha great word korean mean go hindi mean eat s basic wan na life go,1,positive
ye congress k time bhi hua thalik surgic strike bus kisiko bataya nahi tha,1,positive
har utm har prabh gaaveaa bhai manind singh hajoori ragi darbar sahib,1,positive
offcours repli jarur hin zrur dn ge promis,1,positive
opposit aapna spokesperson nahi bhej raha hindu musalman kais kareng,0,negative
jai sri ram jai bajrangbali,1,positive
sir proud ye begharat jitni jhoot boli bolni doo allah hamesha sachaii ka sath detaaa,2,neutral
chikara king without kingdom lakin aaj mota bhai ne unko mantri bna kar kingdom de diya hai ab bas ch,1,positive
badw tu telangana ka sabs bada terrerist tu sabs pahl telangana se te,0,negative
kon maryam mukhtar main nhi janat naam ko aur main narrat ka matlab b,1,positive
car ap rakha mjha aik kam hai aps dm lock hai apka team ko strong krna ka ke lia help chahiya apki kehkarlunga team,1,positive
swarnim itihaa banega bharat nay pankh le udega tez raftarnayi soch hai har din ek nayi khoz hai,2,neutral
congratul p narendar modi jee varanasi develop world 1 place hope,2,neutral
bina soch samz engin mat lena nahi lene ke dene pad jayneg 12thboardresult,1,positive
muhammadpti aap ki bat taik mager waqat jab pakistan har taraf sy sazish ka samna hay humain nation recon,1,positive
ruth ko manan ki dua wazifa amal tarika aur taweez,1,positive
ja ab alreadi late pata hai tum farjio ki dalla giri ki dukan band hone vali hai isl,0,negative
kiran good morn mam aps ek request hai mam ji hum kirayedar walo ke liy bhi kuch kardo ji meri tankha 11,1,positive
ye bohat bad zaban wazeer hai ghatia aurat,0,negative
brar cutest express best stop see video repeat morn,2,neutral
bc ladkiyan koi comment na kar rahi unh bas fish ki eye dikhti hai fish,0,negative
saheb te mahapariksha portal kade bgha n pwd je chi score list lagat nahi aahet,1,positive
bol na ki rahul gandhi zimmedar hai opposit ne achchi polici nahi banayi gobhi inka baap,2,neutral
sir ye aapn one awesom theme play karwaya hai love,2,neutral
good morn nakko pleas nt skip breakfast play nintendo sound good,2,neutral
zeeshan09 eid come 15daystobharat thefilm ca nt wait bharat b,1,positive
1000 katrinakaif ko nation award mil sakta hai kyunki iss badi film bharat aur iss inspir film aur hamari mi,2,neutral
thanku much rab ji saint dr ji use guidanc pledgeagainstcorrupt,2,neutral
respect ji aapko aapki puri cabinet ko 2019 ki govt banan ki hardik badhai,2,neutral
tumn akel jitna islam muslimo ko badnam kiya utna 5sal bjprss milkar bhi nhi kar pay makkar farebi kahi ka,0,negative
gunah karn wale ko kort saja deti hai lekin bhakt hi jaaj bann gay hai kabhi ye nahi soct ki,1,positive
pray everyon one get chanc complet hajj umrah insha allah,2,neutral
punjabi movi ki audienc alag hoti hai clash ka itna farq nahi padega,1,positive
ek group bany jaha local peopl add ho taki har crime par najar ho har jagah,1,positive
e coco aur pakistan team ka israar ke wo apn dabb ke sath hi jayen gain,1,positive
abe chup nashedi bapu ke naam pe ab bhi logo ka kaat ne ki firak hai ye congressi piddi,0,negative
tri today awesom exp hope use soon india keepitsimpl,2,neutral
khud ki economi nahi sambhalti dusron ko advic de rahe hain,2,neutral
haar jeet tou hoti rehti hai hope team make strong comeback prayer guy,2,neutral
beauti song shital goswami sing rab kare tujhko bhi pyaar ho jaay alka yagnik udit,2,neutral
